Timestamp,Second,Sample#,CFPS,Polygons,Ping
2014.06.03-14.00.17,63537400817003.8,967,-,-,-
2014.06.03-14.00.18,63537400818023.8,968,-,-,-
2014.06.03-14.00.19,63537400819013.9,969,-,-,-
2014.06.03-14.00.20,63537400820003.9,970,-,-,-
2014.06.03-14.00.21,63537400821024,971,-,-,-
2014.06.03-14.00.22,63537400822014,972,-,-,-
2014.06.03-14.00.23,63537400823004.1,973,-,-,-
2014.06.03-14.00.24,63537400824024.2,974,-,-,-
2014.06.03-14.00.25,63537400825014.2,975,-,-,-
2014.06.03-14.00.26,63537400826004.3,976,-,-,-
2014.06.03-14.00.27,63537400827024.3,977,-,-,-
2014.06.03-14.00.28,63537400828014.4,978,-,-,-
2014.06.03-14.00.29,63537400829004.4,979,-,-,-
2014.06.03-14.00.30,63537400830024.5,980,-,-,-
2014.06.03-14.00.31,63537400831014.6,981,-,-,-
2014.06.03-14.00.32,63537400832004.6,982,-,-,-
2014.06.03-14.00.33,63537400833024.7,983,-,-,-
2014.06.03-14.00.34,63537400834014.7,984,-,-,-
2014.06.03-14.00.35,63537400835004.8,985,-,-,-
2014.06.03-14.00.36,63537400836024.8,986,-,-,-
2014.06.03-14.00.37,63537400837014.9,987,-,-,-
2014.06.03-14.00.38,63537400838005,988,-,-,-
2014.06.03-14.00.39,63537400839025,989,-,-,-
2014.06.03-14.00.40,63537400840015.1,990,-,-,-
2014.06.03-14.00.41,63537400841005.1,991,-,-,-
2014.06.03-14.00.42,63537400842025.2,992,-,-,-
2014.06.03-14.00.43,63537400843015.2,993,-,-,-
2014.06.03-14.00.44,63537400844005.3,994,-,-,-
2014.06.03-14.00.45,63537400845025.4,995,-,-,-
2014.06.03-14.00.46,63537400846015.4,996,-,-,-
2014.06.03-14.00.47,63537400847005.5,997,-,-,-
2014.06.03-14.00.48,63537400848025.5,998,-,-,-
2014.06.03-14.00.49,63537400849015.6,999,-,-,-
2014.06.03-14.00.50,63537400850005.6,1000,-,-,-
2014.06.03-14.00.51,63537400851025.7,1001,-,-,-
2014.06.03-14.00.52,63537400852015.8,1002,-,-,-
2014.06.03-14.00.53,63537400853005.8,1003,-,-,-
2014.06.03-14.00.54,63537400854025.9,1004,-,-,-
2014.06.03-14.00.55,63537400855015.9,1005,-,-,-
2014.06.03-14.00.56,63537400856006,1006,-,-,-
2014.06.03-14.00.57,63537400857026,1007,-,-,-
2014.06.03-14.00.58,63537400858016.1,1008,-,-,-
2014.06.03-14.00.59,63537400859006.2,1009,-,-,-
2014.06.03-14.01.00,63537400860026.2,1010,-,-,-
2014.06.03-14.01.01,63537400861016.3,1011,-,-,-
2014.06.03-14.01.02,63537400862006.3,1012,-,-,-
2014.06.03-14.01.03,63537400863026.4,1013,-,-,-
2014.06.03-14.01.04,63537400864016.4,1014,-,-,-
2014.06.03-14.01.05,63537400865006.5,1015,-,-,-
2014.06.03-14.01.06,63537400866026.5,1016,-,-,-
2014.06.03-14.01.07,63537400867016.6,1017,-,-,-
2014.06.03-14.01.08,63537400868006.7,1018,-,-,-
2014.06.03-14.01.09,63537400869026.7,1019,-,-,-
2014.06.03-14.01.10,63537400870016.8,1020,-,-,-
2014.06.03-14.01.11,63537400871008.8,1021,-,-,-
2014.06.03-14.01.12,63537400872028.9,1022,-,-,-
2014.06.03-14.01.13,63537400873019,1023,-,-,-
2014.06.03-14.01.14,63537400874009,1024,-,-,-
2014.06.03-14.01.15,63537400875029.1,1025,-,-,-
2014.06.03-14.01.16,63537400876019.1,1026,-,-,-
2014.06.03-14.01.17,63537400877009.2,1027,-,-,-
2014.06.03-14.01.18,63537400878029.2,1028,-,-,-
2014.06.03-14.01.19,63537400879019.3,1029,-,-,-
2014.06.03-14.01.20,63537400880009.4,1030,-,-,-
2014.06.03-14.01.21,63537400881029.4,1031,-,-,-
2014.06.03-14.01.22,63537400882019.5,1032,-,-,-
2014.06.03-14.01.23,63537400883009.5,1033,-,-,-
2014.06.03-14.01.24,63537400884029.6,1034,-,-,-
2014.06.03-14.01.25,63537400885019.6,1035,-,-,-
2014.06.03-14.01.26,63537400886009.7,1036,-,-,-
2014.06.03-14.01.27,63537400887029.8,1037,-,-,-
2014.06.03-14.01.28,63537400888019.8,1038,-,-,-
2014.06.03-14.01.29,63537400889009.9,1039,-,-,-
2014.06.03-14.01.30,63537400890029.9,1040,-,-,-
2014.06.03-14.01.31,63537400891020,1041,-,-,-
2014.06.03-14.01.32,63537400892010,1042,-,-,-
2014.06.03-14.01.33,63537400893000.1,1043,-,-,-
2014.06.03-14.01.34,63537400894020.1,1044,-,-,-
2014.06.03-14.01.35,63537400895010.2,1045,-,-,-
2014.06.03-14.01.36,63537400896000.3,1046,-,-,-
2014.06.03-14.01.37,63537400897020.3,1047,-,-,-
2014.06.03-14.01.38,63537400898010.4,1048,-,-,-
2014.06.03-14.01.39,63537400899000.4,1049,-,-,-
2014.06.03-14.01.40,63537400900020.5,1050,-,-,-
2014.06.03-14.01.41,63537400901010.5,1051,-,-,-
2014.06.03-14.01.42,63537400902000.6,1052,-,-,-
2014.06.03-14.01.43,63537400903020.7,1053,-,-,-
2014.06.03-14.01.44,63537400904010.7,1054,-,-,-
2014.06.03-14.01.45,63537400905000.8,1055,-,-,-
2014.06.03-14.01.46,63537400906020.8,1056,-,-,-
2014.06.03-14.01.47,63537400907010.9,1057,-,-,-
2014.06.03-14.01.48,63537400908001,1058,-,-,-
2014.06.03-14.01.49,63537400909021,1059,-,-,-
2014.06.03-14.01.50,63537400910011.1,1060,-,-,-
2014.06.03-14.01.51,63537400911001.1,1061,-,-,-
2014.06.03-14.01.52,63537400912021.2,1062,-,-,-
2014.06.03-14.01.53,63537400913011.2,1063,-,-,-
2014.06.03-14.01.54,63537400914001.3,1064,-,-,-
2014.06.03-14.01.55,63537400915021.4,1065,-,-,-
2014.06.03-14.01.56,63537400916011.4,1066,-,-,-
2014.06.03-14.01.57,63537400917001.5,1067,-,-,-
2014.06.03-14.01.58,63537400918021.5,1068,-,-,-
2014.06.03-14.01.59,63537400919011.6,1069,-,-,-
2014.06.03-14.02.00,63537400920001.6,1070,-,-,-
2014.06.03-14.02.01,63537400921021.7,1071,-,-,-
2014.06.03-14.02.02,63537400922011.8,1072,-,-,-
2014.06.03-14.02.03,63537400923001.8,1073,-,-,-
2014.06.03-14.02.04,63537400924021.9,1074,-,-,-
2014.06.03-14.02.05,63537400925011.9,1075,-,-,-
2014.06.03-14.02.06,63537400926002,1076,-,-,-
2014.06.03-14.02.07,63537400927022,1077,-,-,-
2014.06.03-14.02.08,63537400928012.1,1078,-,-,-
2014.06.03-14.02.09,63537400929002.2,1079,-,-,-
2014.06.03-14.02.10,63537400930022.2,1080,-,-,-
2014.06.03-14.02.11,63537400931012.3,1081,-,-,-
2014.06.03-14.02.12,63537400932002.3,1082,-,-,-
2014.06.03-14.02.13,63537400933022.4,1083,-,-,-
2014.06.03-14.02.14,63537400934012.4,1084,-,-,-
2014.06.03-14.02.15,63537400935002.5,1085,-,-,-
2014.06.03-14.02.16,63537400936022.6,1086,-,-,-
2014.06.03-14.02.17,63537400937012.6,1087,-,-,-
2014.06.03-14.02.18,63537400938002.7,1088,-,-,-
2014.06.03-14.02.19,63537400939022.7,1089,-,-,-
2014.06.03-14.02.20,63537400940012.8,1090,-,-,-
2014.06.03-14.02.21,63537400941002.8,1091,-,-,-
2014.06.03-14.02.22,63537400942022.9,1092,-,-,-
2014.06.03-14.02.23,63537400943013,1093,-,-,-
2014.06.03-14.02.24,63537400944003,1094,-,-,-
2014.06.03-14.02.25,63537400945022.1,1095,-,-,-
2014.06.03-14.02.26,63537400946012.1,1096,-,-,-
2014.06.03-14.02.27,63537400947002.2,1097,-,-,-
2014.06.03-14.02.28,63537400948022.3,1098,-,-,-
2014.06.03-14.02.29,63537400949012.3,1099,-,-,-
2014.06.03-14.02.30,63537400950002.4,1100,-,-,-
2014.06.03-14.02.31,63537400951022.4,1101,-,-,-
2014.06.03-14.02.32,63537400952012.5,1102,-,-,-
2014.06.03-14.02.33,63537400953002.5,1103,-,-,-
2014.06.03-14.02.34,63537400954022.6,1104,-,-,-
2014.06.03-14.02.35,63537400955012.6,1105,-,-,-
2014.06.03-14.02.36,63537400956002.7,1106,-,-,-
2014.06.03-14.02.37,63537400957022.8,1107,-,-,-
2014.06.03-14.02.38,63537400958012.8,1108,-,-,-
2014.06.03-14.02.39,63537400959002.9,1109,-,-,-
2014.06.03-14.02.40,63537400960022.9,1110,-,-,-
2014.06.03-14.02.41,63537400961013,1111,-,-,-
2014.06.03-14.02.42,63537400962003,1112,-,-,-
2014.06.03-14.02.43,63537400963023.1,1113,-,-,-
2014.06.03-14.02.44,63537400964013.2,1114,-,-,-
2014.06.03-14.02.45,63537400965003.2,1115,-,-,-
2014.06.03-14.02.46,63537400966023.3,1116,-,-,-
2014.06.03-14.02.47,63537400967013.3,1117,-,-,-
2014.06.03-14.02.48,63537400968003.4,1118,-,-,-
2014.06.03-14.02.49,63537400969023.5,1119,-,-,-
2014.06.03-14.02.50,63537400970013.5,1120,-,-,-
2014.06.03-14.02.51,63537400971003.6,1121,-,-,-
2014.06.03-14.02.52,63537400972023.6,1122,-,-,-
2014.06.03-14.02.53,63537400973013.7,1123,-,-,-
2014.06.03-14.02.54,63537400974003.7,1124,-,-,-
2014.06.03-14.02.55,63537400975023.8,1125,-,-,-
2014.06.03-14.02.56,63537400976013.9,1126,-,-,-
2014.06.03-14.02.57,63537400977003.9,1127,-,-,-
2014.06.03-14.02.58,63537400978024,1128,-,-,-
2014.06.03-14.02.59,63537400979014,1129,-,-,-
2014.06.03-14.03.00,63537400980004.1,1130,-,-,-
2014.06.03-14.03.01,63537400981024.1,1131,-,-,-
2014.06.03-14.03.02,63537400982014.2,1132,-,-,-
2014.06.03-14.03.03,63537400983004.2,1133,-,-,-
2014.06.03-14.03.04,63537400984024.3,1134,-,-,-
2014.06.03-14.03.05,63537400985014.4,1135,-,-,-
2014.06.03-14.03.06,63537400986004.4,1136,-,-,-
2014.06.03-14.03.07,63537400987024.5,1137,-,-,-
2014.06.03-14.03.08,63537400988014.5,1138,-,-,-
2014.06.03-14.03.09,63537400989004.6,1139,-,-,-
2014.06.03-14.03.10,63537400990024.6,1140,-,-,-
2014.06.03-14.03.11,63537400991014.7,1141,-,-,-
2014.06.03-14.03.12,63537400992004.8,1142,-,-,-
2014.06.03-14.03.13,63537400993024.8,1143,-,-,-
2014.06.03-14.03.14,63537400994014.9,1144,-,-,-
2014.06.03-14.03.15,63537400995004.9,1145,-,-,-
2014.06.03-14.03.16,63537400996025,1146,-,-,-
2014.06.03-14.03.17,63537400997015,1147,-,-,-
2014.06.03-14.03.18,63537400998005.1,1148,-,-,-
2014.06.03-14.03.19,63537400999025.2,1149,-,-,-
2014.06.03-14.03.20,63537401000015.2,1150,-,-,-
2014.06.03-14.03.21,63537401001005.3,1151,-,-,-
2014.06.03-14.03.22,63537401002025.3,1152,-,-,-
2014.06.03-14.03.23,63537401003015.4,1153,-,-,-
2014.06.03-14.03.24,63537401004005.4,1154,-,-,-
2014.06.03-14.03.25,63537401005025.5,1155,-,-,-
2014.06.03-14.03.26,63537401006015.6,1156,-,-,-
2014.06.03-14.03.27,63537401007005.6,1157,-,-,-
2014.06.03-14.03.28,63537401008025.7,1158,-,-,-
2014.06.03-14.03.29,63537401009015.7,1159,-,-,-
2014.06.03-14.03.30,63537401010005.8,1160,-,-,-
2014.06.03-14.03.31,63537401011025.8,1161,-,-,-
2014.06.03-14.03.32,63537401012015.9,1162,-,-,-
2014.06.03-14.03.33,63537401013006,1163,-,-,-
2014.06.03-14.03.34,63537401014026,1164,-,-,-
2014.06.03-14.03.35,63537401015016.1,1165,-,-,-
2014.06.03-14.03.36,63537401016006.1,1166,-,-,-
2014.06.03-14.03.37,63537401017026.2,1167,-,-,-
2014.06.03-14.03.38,63537401018016.3,1168,-,-,-
2014.06.03-14.03.39,63537401019006.3,1169,-,-,-
2014.06.03-14.03.40,63537401020026.4,1170,-,-,-
2014.06.03-14.03.41,63537401021016.4,1171,-,-,-
2014.06.03-14.03.42,63537401022006.5,1172,-,-,-
2014.06.03-14.03.43,63537401023026.5,1173,-,-,-
2014.06.03-14.03.44,63537401024016.6,1174,-,-,-
2014.06.03-14.03.45,63537401025006.6,1175,-,-,-
2014.06.03-14.03.46,63537401026026.7,1176,-,-,-
2014.06.03-14.03.47,63537401027016.8,1177,-,-,-
2014.06.03-14.03.48,63537401028006.8,1178,-,-,-
2014.06.03-14.03.49,63537401029026.9,1179,-,-,-
2014.06.03-14.03.50,63537401030016.9,1180,-,-,-
2014.06.03-14.03.51,63537401031007,1181,-,-,-
2014.06.03-14.03.52,63537401032027,1182,-,-,-
2014.06.03-14.03.53,63537401033017.1,1183,-,-,-
2014.06.03-14.03.54,63537401034007.2,1184,-,-,-
2014.06.03-14.03.55,63537401035027.2,1185,-,-,-
2014.06.03-14.03.56,63537401036017.3,1186,-,-,-
2014.06.03-14.03.57,63537401037007.3,1187,-,-,-
2014.06.03-14.03.58,63537401038027.4,1188,-,-,-
2014.06.03-14.03.59,63537401039017.5,1189,-,-,-
2014.06.03-14.04.00,63537401040007.5,1190,-,-,-
2014.06.03-14.04.01,63537401041027.6,1191,-,-,-
2014.06.03-14.04.02,63537401042017.6,1192,-,-,-
2014.06.03-14.04.03,63537401043007.7,1193,-,-,-
2014.06.03-14.04.04,63537401044027.7,1194,-,-,-
2014.06.03-14.04.05,63537401045017.8,1195,-,-,-
2014.06.03-14.04.06,63537401046007.9,1196,-,-,-
2014.06.03-14.04.07,63537401047027.9,1197,-,-,-
2014.06.03-14.04.08,63537401048018,1198,-,-,-
2014.06.03-14.04.09,63537401049008,1199,-,-,-
2014.06.03-14.04.10,63537401050028.1,1200,-,-,-
2014.06.03-14.04.11,63537401051017.1,1201,-,-,-
2014.06.03-14.04.12,63537401052007.2,1202,-,-,-
2014.06.03-14.04.13,63537401053027.3,1203,-,-,-
2014.06.03-14.04.14,63537401054017.3,1204,-,-,-
2014.06.03-14.04.15,63537401055007.4,1205,-,-,-
2014.06.03-14.04.16,63537401056027.4,1206,-,-,-
2014.06.03-14.04.17,63537401057017.5,1207,-,-,-
2014.06.03-14.04.18,63537401058007.5,1208,-,-,-
2014.06.03-14.04.19,63537401059027.6,1209,-,-,-
2014.06.03-14.04.20,63537401060017.7,1210,-,-,-
2014.06.03-14.04.21,63537401061007.7,1211,-,-,-
2014.06.03-14.04.22,63537401062027.8,1212,-,-,-
2014.06.03-14.04.23,63537401063017.8,1213,-,-,-
2014.06.03-14.04.24,63537401064007.9,1214,-,-,-
2014.06.03-14.04.25,63537401065027.9,1215,-,-,-
2014.06.03-14.04.26,63537401066018,1216,-,-,-
2014.06.03-14.04.27,63537401067008.1,1217,-,-,-
2014.06.03-14.04.28,63537401068028.1,1218,-,-,-
2014.06.03-14.04.29,63537401069018.2,1219,-,-,-
2014.06.03-14.04.30,63537401070008.2,1220,-,-,-
2014.06.03-14.04.31,63537401071028.3,1221,-,-,-
2014.06.03-14.04.32,63537401072018.3,1222,-,-,-
2014.06.03-14.04.33,63537401073008.4,1223,-,-,-
2014.06.03-14.04.34,63537401074028.5,1224,-,-,-
2014.06.03-14.04.35,63537401075018.5,1225,-,-,-
2014.06.03-14.04.36,63537401076008.6,1226,-,-,-
2014.06.03-14.04.37,63537401077028.6,1227,-,-,-
2014.06.03-14.04.38,63537401078018.7,1228,-,-,-
2014.06.03-14.04.39,63537401079008.7,1229,-,-,-
2014.06.03-14.04.40,63537401080028.8,1230,-,-,-
2014.06.03-14.04.41,63537401081018.9,1231,-,-,-
2014.06.03-14.04.42,63537401082008.9,1232,-,-,-
2014.06.03-14.04.43,63537401083029,1233,-,-,-
2014.06.03-14.04.44,63537401084019,1234,-,-,-
2014.06.03-14.04.45,63537401085009.1,1235,-,-,-
2014.06.03-14.04.46,63537401086029.1,1236,-,-,-
2014.06.03-14.04.47,63537401087019.2,1237,-,-,-
2014.06.03-14.04.48,63537401088009.3,1238,-,-,-
2014.06.03-14.04.49,63537401089029.3,1239,-,-,-
2014.06.03-14.04.50,63537401090019.4,1240,-,-,-
2014.06.03-14.04.51,63537401091009.4,1241,-,-,-
2014.06.03-14.04.52,63537401092029.5,1242,-,-,-
2014.06.03-14.04.53,63537401093019.5,1243,-,-,-
2014.06.03-14.04.54,63537401094009.6,1244,-,-,-
2014.06.03-14.04.55,63537401095029.6,1245,-,-,-
2014.06.03-14.04.56,63537401096019.7,1246,-,-,-
2014.06.03-14.04.57,63537401097009.8,1247,-,-,-
2014.06.03-14.04.58,63537401098029.8,1248,-,-,-
2014.06.03-14.04.59,63537401099019.9,1249,-,-,-
2014.06.03-14.05.00,63537401100009.9,1250,-,-,-
2014.06.03-14.05.01,63537401101030,1251,-,-,-
2014.06.03-14.05.02,63537401102020,1252,-,-,-
2014.06.03-14.05.03,63537401103010.1,1253,-,-,-
2014.06.03-14.05.04,63537401104000.2,1254,-,-,-
2014.06.03-14.05.05,63537401105020.2,1255,-,-,-
2014.06.03-14.05.06,63537401106010.3,1256,-,-,-
2014.06.03-14.05.07,63537401107000.3,1257,-,-,-
2014.06.03-14.05.08,63537401108020.4,1258,-,-,-
2014.06.03-14.05.09,63537401109010.4,1259,-,-,-
2014.06.03-14.05.10,63537401110000.5,1260,-,-,-
2014.06.03-14.05.11,63537401111020.6,1261,-,-,-
2014.06.03-14.05.12,63537401112010.6,1262,-,-,-
2014.06.03-14.05.13,63537401113000.7,1263,-,-,-
2014.06.03-14.05.14,63537401114020.7,1264,-,-,-
2014.06.03-14.05.15,63537401115010.8,1265,-,-,-
2014.06.03-14.05.16,63537401116014.9,1266,-,-,-
2014.06.03-14.05.17,63537401117004.9,1267,-,-,-
2014.06.03-14.05.18,63537401118025,1268,-,-,-
2014.06.03-14.05.19,63537401119015,1269,-,-,-
2014.06.03-14.05.20,63537401120005.1,1270,-,-,-
2014.06.03-14.05.21,63537401121025.1,1271,-,-,-
2014.06.03-14.05.22,63537401122015.2,1272,-,-,-
2014.06.03-14.05.23,63537401123009.3,1273,-,-,-
2014.06.03-14.05.24,63537401124029.3,1274,-,-,-
2014.06.03-14.05.25,63537401125019.4,1275,-,-,-
2014.06.03-14.05.26,63537401126009.4,1276,-,-,-
2014.06.03-14.05.27,63537401127029.5,1277,-,-,-
2014.06.03-14.05.28,63537401128019.5,1278,-,-,-
2014.06.03-14.05.29,63537401129009.6,1279,-,-,-
2014.06.03-14.05.30,63537401130029.7,1280,-,-,-
2014.06.03-14.05.31,63537401131019.7,1281,-,-,-
2014.06.03-14.05.32,63537401132009.8,1282,-,-,-
2014.06.03-14.05.33,63537401133029.8,1283,-,-,-
2014.06.03-14.05.34,63537401134019.9,1284,-,-,-
2014.06.03-14.05.35,63537401135009.9,1285,-,-,-
2014.06.03-14.05.36,63537401136030,1286,-,-,-
2014.06.03-14.05.37,63537401137020.1,1287,-,-,-
2014.06.03-14.05.38,63537401138010.1,1288,-,-,-
2014.06.03-14.05.39,63537401139000.2,1289,-,-,-
2014.06.03-14.05.40,63537401140020.2,1290,-,-,-
2014.06.03-14.05.41,63537401141010.3,1291,-,-,-
2014.06.03-14.05.42,63537401142000.3,1292,-,-,-
2014.06.03-14.05.43,63537401143020.4,1293,-,-,-
2014.06.03-14.05.44,63537401144010.5,1294,-,-,-
2014.06.03-14.05.45,63537401145000.5,1295,-,-,-
2014.06.03-14.05.46,63537401146020.6,1296,-,-,-
2014.06.03-14.05.47,63537401147010.6,1297,-,-,-
2014.06.03-14.05.48,63537401148000.7,1298,-,-,-
2014.06.03-14.05.49,63537401149020.7,1299,-,-,-
2014.06.03-14.05.50,63537401150010.8,1300,-,-,-
2014.06.03-14.05.51,63537401151000.9,1301,-,-,-
2014.06.03-14.05.52,63537401152020.9,1302,-,-,-
2014.06.03-14.05.53,63537401153011,1303,-,-,-
2014.06.03-14.05.54,63537401154001,1304,-,-,-
2014.06.03-14.05.55,63537401155021.1,1305,-,-,-
2014.06.03-14.05.56,63537401156013.1,1306,-,-,-
2014.06.03-14.05.57,63537401157003.2,1307,-,-,-
2014.06.03-14.05.58,63537401158023.3,1308,-,-,-
2014.06.03-14.05.59,63537401159013.3,1309,-,-,-
2014.06.03-14.06.00,63537401160003.4,1310,-,-,-
2014.06.03-14.06.01,63537401161023.4,1311,-,-,-
2014.06.03-14.06.02,63537401162013.5,1312,-,-,-
2014.06.03-14.06.03,63537401163003.5,1313,-,-,-
2014.06.03-14.06.04,63537401164023.6,1314,-,-,-
2014.06.03-14.06.05,63537401165013.7,1315,-,-,-
2014.06.03-14.06.06,63537401166003.7,1316,-,-,-
2014.06.03-14.06.07,63537401167023.8,1317,-,-,-
2014.06.03-14.06.08,63537401168013.8,1318,-,-,-
2014.06.03-14.06.09,63537401169003.9,1319,-,-,-
2014.06.03-14.06.10,63537401170023.9,1320,-,-,-
2014.06.03-14.06.11,63537401171014,1321,-,-,-
2014.06.03-14.06.12,63537401172004.1,1322,-,-,-
2014.06.03-14.06.13,63537401173024.1,1323,-,-,-
2014.06.03-14.06.14,63537401174014.2,1324,-,-,-
2014.06.03-14.06.15,63537401175004.2,1325,-,-,-
2014.06.03-14.06.16,63537401176024.3,1326,-,-,-
2014.06.03-14.06.17,63537401177014.3,1327,-,-,-
2014.06.03-14.06.18,63537401178004.4,1328,-,-,-
2014.06.03-14.06.19,63537401179024.5,1329,-,-,-
2014.06.03-14.06.20,63537401180014.5,1330,-,-,-
2014.06.03-14.06.21,63537401181004.6,1331,-,-,-
2014.06.03-14.06.22,63537401182024.6,1332,-,-,-
2014.06.03-14.06.23,63537401183014.7,1333,-,-,-
2014.06.03-14.06.24,63537401184004.7,1334,-,-,-
2014.06.03-14.06.25,63537401185024.8,1335,-,-,-
2014.06.03-14.06.26,63537401186014.9,1336,-,-,-
2014.06.03-14.06.27,63537401187004.9,1337,-,-,-
2014.06.03-14.06.28,63537401188025,1338,-,-,-
2014.06.03-14.06.29,63537401189015,1339,-,-,-
2014.06.03-14.06.30,63537401190005.1,1340,-,-,-
2014.06.03-14.06.31,63537401191025.1,1341,-,-,-
2014.06.03-14.06.32,63537401192015.2,1342,-,-,-
2014.06.03-14.06.33,63537401193005.3,1343,-,-,-
2014.06.03-14.06.34,63537401194025.3,1344,-,-,-
2014.06.03-14.06.35,63537401195015.4,1345,-,-,-
2014.06.03-14.06.36,63537401196005.4,1346,-,-,-
2014.06.03-14.06.37,63537401197025.5,1347,-,-,-
2014.06.03-14.06.38,63537401198015.5,1348,-,-,-
2014.06.03-14.06.39,63537401199005.6,1349,-,-,-
2014.06.03-14.06.40,63537401200025.7,1350,-,-,-
2014.06.03-14.06.41,63537401201015.7,1351,-,-,-
2014.06.03-14.06.42,63537401202005.8,1352,-,-,-
2014.06.03-14.06.43,63537401203025.8,1353,-,-,-
2014.06.03-14.06.44,63537401204015.9,1354,-,-,-
2014.06.03-14.06.45,63537401205005.9,1355,-,-,-
2014.06.03-14.06.46,63537401206026,1356,-,-,-
2014.06.03-14.06.47,63537401207016.1,1357,-,-,-
2014.06.03-14.06.48,63537401208006.1,1358,-,-,-
2014.06.03-14.06.49,63537401209026.2,1359,-,-,-
2014.06.03-14.06.50,63537401210016.2,1360,-,-,-
2014.06.03-14.06.51,63537401211006.3,1361,-,-,-
2014.06.03-14.06.52,63537401212026.3,1362,-,-,-
2014.06.03-14.06.53,63537401213016.4,1363,-,-,-
2014.06.03-14.06.54,63537401214006.5,1364,-,-,-
2014.06.03-14.06.55,63537401215026.5,1365,-,-,-
2014.06.03-14.06.56,63537401216016.6,1366,-,-,-
2014.06.03-14.06.57,63537401217006.6,1367,-,-,-
2014.06.03-14.06.58,63537401218026.7,1368,-,-,-
2014.06.03-14.06.59,63537401219016.7,1369,-,-,-
2014.06.03-14.07.00,63537401220006.8,1370,-,-,-
2014.06.03-14.07.01,63537401221026.9,1371,-,-,-
2014.06.03-14.07.02,63537401222016.9,1372,-,-,-
2014.06.03-14.07.03,63537401223007,1373,-,-,-
2014.06.03-14.07.04,63537401224027,1374,-,-,-
2014.06.03-14.07.05,63537401225017.1,1375,-,-,-
2014.06.03-14.07.06,63537401226007.1,1376,-,-,-
2014.06.03-14.07.07,63537401227027.2,1377,-,-,-
2014.06.03-14.07.08,63537401228017.3,1378,-,-,-
2014.06.03-14.07.09,63537401229007.3,1379,-,-,-
2014.06.03-14.07.10,63537401230027.4,1380,-,-,-
2014.06.03-14.07.11,63537401231017.4,1381,-,-,-
2014.06.03-14.07.12,63537401232007.5,1382,-,-,-
2014.06.03-14.07.13,63537401233027.5,1383,-,-,-
2014.06.03-14.07.14,63537401234017.6,1384,-,-,-
2014.06.03-14.07.15,63537401235007.7,1385,-,-,-
2014.06.03-14.07.16,63537401236027.7,1386,-,-,-
2014.06.03-14.07.17,63537401237017.8,1387,-,-,-
2014.06.03-14.07.18,63537401238007.8,1388,-,-,-
2014.06.03-14.07.19,63537401239027.9,1389,-,-,-
2014.06.03-14.07.20,63537401240017.9,1390,-,-,-
2014.06.03-14.07.21,63537401241008,1391,-,-,-
2014.06.03-14.07.22,63537401242028.1,1392,-,-,-
2014.06.03-14.07.23,63537401243018.1,1393,-,-,-
2014.06.03-14.07.24,63537401244008.2,1394,-,-,-
2014.06.03-14.07.25,63537401245028.2,1395,-,-,-
2014.06.03-14.07.26,63537401246018.3,1396,-,-,-
2014.06.03-14.07.27,63537401247008.4,1397,-,-,-
2014.06.03-14.07.28,63537401248028.4,1398,-,-,-
2014.06.03-14.07.29,63537401249018.5,1399,-,-,-
2014.06.03-14.07.30,63537401250008.5,1400,-,-,-
2014.06.03-14.07.31,63537401251028.6,1401,-,-,-
2014.06.03-14.07.32,63537401252018.6,1402,-,-,-
2014.06.03-14.07.33,63537401253008.7,1403,-,-,-
2014.06.03-14.07.34,63537401254028.8,1404,-,-,-
2014.06.03-14.07.35,63537401255018.8,1405,-,-,-
2014.06.03-14.07.36,63537401256008.9,1406,-,-,-
2014.06.03-14.07.37,63537401257028.9,1407,-,-,-
2014.06.03-14.07.38,63537401258019,1408,-,-,-
2014.06.03-14.07.39,63537401259009,1409,-,-,-
2014.06.03-14.07.40,63537401260029.1,1410,-,-,-
2014.06.03-14.07.41,63537401261019.1,1411,-,-,-
2014.06.03-14.07.42,63537401262009.2,1412,-,-,-
2014.06.03-14.07.43,63537401263029.3,1413,-,-,-
2014.06.03-14.07.44,63537401264019.3,1414,-,-,-
2014.06.03-14.07.45,63537401265009.4,1415,-,-,-
2014.06.03-14.07.46,63537401266029.4,1416,-,-,-
2014.06.03-14.07.47,63537401267019.5,1417,-,-,-
2014.06.03-14.07.48,63537401268009.6,1418,-,-,-
